Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,Project,Report Status,Task Group,Resolution_Days,OverDue_Flag
T129710.37,EHS Good Observation,JPC Project Management>EHS Inspections,New access points set up as per requirement,2020-09-10,,Safety Notice (Green) - Good Observation,Main Contractor,2020-09-10,FormAnswer,False,True,False,False,Standard,JPC - Safey - Access,1338,Closed,Safety,0,0
T129710.35,EHS Good Observation,JPC Project Management>EHS Inspections,Good set up of exclusion zones,2020-09-10,,Safety Notice (Green) - Good Observation,Groundworks,2020-09-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - Plant & People Interface,1338,Closed,Safety,0,0
T129710.33,Closed,JPC Project Management>EHS Inspections,"Crane outrigger pins missing on two outriggers. Addressed immediately, spoke with Crane driver as crane must be reinspected by JPC after each set up.",2020-09-10,,Safety Notice (Amber) - General Issue,Structural Steel,2020-09-10,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Lifting / Slinging,1338,Closed,Safety,0,0
T119863.251,Open,JPC Project Management>EHS Inspections,Hand wash station at site enterance / exit requires upgrading,2020-09-10,,Safety Notice (Amber) - General Issue,Main Contractor,2020-09-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - Welfare Facilities,1338,Open,Safety,0,0
T119863.250,Open,JPC Project Management>EHS Inspections,Edge protection required on North slab. Removal of shutters in progresx,2020-09-10,,Safety Notice (Amber) - General Issue,Main Contractor,2020-09-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - Exclusion Zones,1338,Open,Safety,0,0
T119863.249,Open,JPC Project Management>EHS Inspections,Have bin at JPC storage container and car park entrance emptied.,2020-09-10,,Safety Notice (Amber) - General Issue,Main Contractor,2020-09-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1338,Open,Safety,0,0
T122662.10,Open,JPC Project Management>EHS Inspections,defined access for plant and pedestrians required,2020-09-09,,Safety Notice (Amber) - General Issue,Main Contractor,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1338,Open,Safety,0,0
T122662.9,Closed,JPC Project Management>EHS Inspections,"alloy tower erected correctly. not in use at time of inspections. Allow tower has been removed from site, operatives now using scaffold tower erected by CCS",2020-09-09,,Safety Notice (Amber) - General Issue,Main Contractor,2020-09-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - WAH Equipment,1338,Closed,Safety,1,0
T122662.8,Open,JPC Project Management>EHS Inspections,stable / secure skids or footings required under TKM storage container,2020-09-09,,Safety Notice (Amber) - General Issue,Concrete & Formwork,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Storage,1338,Open,Safety,0,0
T122662.7,Open,JPC Project Management>EHS Inspections,stable / secure bund required for shuttering oil drum,2020-09-09,,Safety Notice (Amber) - General Issue,Concrete & Formwork,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Environmental,1338,Open,Safety,0,0
T122662.6,Closed,JPC Project Management>EHS Inspections,mushroom caps required on all steel pins / mesh,2020-09-09,,Safety Notice (Amber) - General Issue,Concrete & Formwork,2020-09-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1338,Closed,Safety,1,0
T122662.5,Open,JPC Project Management>EHS Inspections,protection required around structural steel opes. potential trip hazard,2020-09-09,,Safety Notice (Amber) - General Issue,Main Contractor,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1338,Open,Safety,0,0
T122662.4,Open,JPC Project Management>EHS Inspections,"remove drum of water concrete from mezzanine floor, block B",2020-09-09,,Safety Notice (Amber) - General Issue,Concrete & Formwork,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Quality - Workmanship,1338,Open,Safety,0,0
T122662.3,Closed,JPC Project Management>EHS Inspections,all window and door opens required fall protection as timber frame progresses,2020-09-09,,Safety Notice (Amber) - General Issue,Main Contractor,2020-09-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - Working At Height,1338,Closed,Safety,1,0
T123599.33,Open,JPC Project Management>EHS Inspections,exclusion zone around excavations,2020-09-09,,Safety Notice (Amber) - General Issue,Groundworks,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Excavations,1338,Open,Safety,0,0
T123599.32,EHS Good Observation,JPC Project Management>EHS Inspections,good exclusion zone by Duggan steel,2020-09-09,,Safety Notice (Green) - Good Observation,Structural Steel,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Exclusion Zones,1338,Closed,Safety,0,0
T123599.31,Open,JPC Project Management>EHS Inspections,exclusion zone around plant,2020-09-09,,Safety Notice (Amber) - General Issue,Groundworks,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Exclusion Zones,1338,Open,Safety,0,0
T123599.30,Open,JPC Project Management>EHS Inspections,housekeeping car park small section,2020-09-09,,Safety Notice (Amber) - General Issue,Concrete & Formwork,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1338,Open,Safety,0,0
T123599.29,Open,JPC Project Management>EHS Inspections,drip tray under generator,2020-09-09,,Safety Notice (Amber) - General Issue,Main Contractor,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Environmental,1338,Open,Safety,0,0
T1.23874510,Closed,Quality Control & BC(A)R>ITP 01 Structural>Block C,Steel Being Erected,2020-09-09,,JPC - Progress Photo,Main Contractor,2020-09-09,None,False,True,False,False,Standard,Unassigned,1338,Closed,Site Management,0,0
T123599.28,EHS Good Observation,JPC Project Management>EHS Inspections,full )safety ppe,2020-09-09,,Safety Notice (Green) - Good Observation,Main Contractor,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Lifting / Slinging,1338,Closed,Safety,0,0
T123599.27,EHS Good Observation,JPC Project Management>EHS Inspections,scaffold tag in date,2020-09-09,,Safety Notice (Green) - Good Observation,Scaffolding,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Working At Height,1338,Closed,Safety,0,0
T123599.26,Open,JPC Project Management>EHS Inspections,mushroom caps on top of exposed rebar,2020-09-09,,Safety Notice (Amber) - General Issue,Concrete & Formwork,2020-09-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - Exclusion Zones,1338,Open,Safety,0,0
